nps_sk,nps_id,fecha_key,cliente_sk,canal_sk,score
2340,13000002339,20250528,283,2,6
2341,13000002340,20240416,1034,1,7
2342,13000002341,20250820,61,1,8
2343,13000002342,20241012,1203,2,9
2344,13000002343,20240624,298,2,9
2345,13000002344,20240728,231,1,8
2346,13000002345,20250902,141,1,5
2347,13000002346,20240120,918,2,9
2348,13000002347,20240409,494,2,9
2349,13000002348,20250109,483,1,6
2350,13000002349,20241008,1336,2,8
2351,13000002350,20240207,541,1,9
2352,13000002351,20240916,904,1,10
2353,13000002352,20250810,1406,2,8
2354,13000002353,20240612,945,2,10
2355,13000002354,20250530,892,2,9
2356,13000002355,20250623,1280,2,2
2357,13000002356,20250917,521,2,7
2358,13000002357,20240429,1077,2,10
2359,13000002358,20250803,823,1,1
2360,13000002359,20240208,175,1,5
2361,13000002360,20250508,612,2,6
2362,13000002361,20251002,205,1,1
2363,13000002362,20240401,924,1,9
2364,13000002363,20240302,698,1,6
2365,13000002364,20240326,602,1,6
2366,13000002365,20250305,910,1,4
2367,13000002366,20250110,536,1,4
2368,13000002367,20250304,686,2,6
2369,13000002368,20241128,216,1,6
2370,13000002369,20241009,1296,1,7
2371,13000002370,20240514,1176,1,10
2372,13000002371,20250926,396,1,7
2373,13000002372,20240529,684,2,10
2374,13000002373,20250226,650,2,9
2375,13000002374,20250906,681,1,7
2376,13000002375,20240703,892,1,4
2377,13000002376,20250125,681,2,8
2378,13000002377,20240816,618,1,7
2379,13000002378,20241210,1328,1,9
2380,13000002379,20240626,714,2,9
2381,13000002380,20240516,585,2,9
2382,13000002381,20240908,630,2,8
2383,13000002382,20250424,832,2,8
2384,13000002383,20240814,995,1,9
2385,13000002384,20240803,1347,2,8
2386,13000002385,20250322,897,1,8
2387,13000002386,20240420,732,2,10
2388,13000002387,20250816,1068,1,4
2389,13000002388,20240913,486,1,6
2390,13000002389,20240407,230,1,8
2391,13000002390,20240529,389,1,8
2392,13000002391,20241225,1217,1,5
2393,13000002392,20240126,598,2,7
2394,13000002393,20250619,4,1,8
2395,13000002394,20240422,543,2,9
2396,13000002395,20250302,1454,1,9
2397,13000002396,20240205,356,2,9
2398,13000002397,20240310,1243,1,8
2399,13000002398,20250515,1345,1,9
2400,13000002399,20240815,1233,1,8
2401,13000002400,20250913,905,2,8
2402,13000002401,20241201,686,1,3
2403,13000002402,20240127,713,1,7
2404,13000002403,20250301,498,1,9
2405,13000002404,20250521,375,1,10
2406,13000002405,20250609,816,1,7
2407,13000002406,20250403,209,1,9
2408,13000002407,20240708,199,1,2
2409,13000002408,20240430,437,2,7
2410,13000002409,20250529,415,2,4
2411,13000002410,20250830,1479,1,5
2412,13000002411,20240503,410,2,7
2413,13000002412,20240908,657,2,7
2414,13000002413,20250604,1032,1,9
2415,13000002414,20240718,1270,1,10
2416,13000002415,20250215,1408,1,10
2417,13000002416,20240818,682,2,2
2418,13000002417,20240205,447,1,7
2419,13000002418,20240206,1398,2,9
2420,13000002419,20250804,530,2,9
2421,13000002420,20241112,849,2,8
2422,13000002421,20250114,771,2,6
2423,13000002422,20240602,200,1,6
2424,13000002423,20250829,954,1,9
2425,13000002424,20251005,241,1,8
2426,13000002425,20250124,1080,2,4
2427,13000002426,20240725,1071,2,6
2428,13000002427,20250606,481,1,8
2429,13000002428,20250703,658,1,8
2430,13000002429,20250819,302,1,2
2431,13000002430,20241026,472,2,5
2432,13000002431,20240530,1251,1,7
2433,13000002432,20240312,1203,2,8
2434,13000002433,20250402,598,2,7
2435,13000002434,20250403,1378,2,8
2436,13000002435,20250622,31,2,9
2437,13000002436,20250203,330,1,9
2438,13000002437,20240526,673,2,8
2439,13000002438,20250327,659,1,9
2440,13000002439,20250323,211,1,2
2441,13000002440,20250410,506,1,9
2442,13000002441,20250222,1288,1,7
2443,13000002442,20250710,1422,2,5
2444,13000002443,20240414,1011,1,2
2445,13000002444,20241204,154,2,5
2446,13000002445,20250223,914,1,6
2447,13000002446,20241125,1362,1,6
2448,13000002447,20241106,75,1,4
2449,13000002448,20250709,801,2,8
2450,13000002449,20250525,1174,2,8
2451,13000002450,20250107,560,1,7
2452,13000002451,20250401,1286,1,9
2453,13000002452,20240501,866,1,8
2454,13000002453,20240308,952,1,10
2455,13000002454,20240312,553,1,6
2456,13000002455,20250922,1238,1,0
2457,13000002456,20241125,683,2,10
2458,13000002457,20250812,598,1,9
2459,13000002458,20250701,1302,1,4
2460,13000002459,20240418,85,1,1
2461,13000002460,20250410,723,1,10
2462,13000002461,20241217,15,1,4
2463,13000002462,20241120,486,2,9
2464,13000002463,20250914,726,2,10
2465,13000002464,20250616,1348,1,8
2466,13000002465,20250215,28,1,8
2467,13000002466,20241031,113,1,10
2468,13000002467,20240119,1433,2,8
2469,13000002468,20250524,479,1,7
2470,13000002469,20240708,647,1,10
2471,13000002470,20241020,62,1,6
2472,13000002471,20240818,112,1,4
2473,13000002472,20250529,416,2,6
2474,13000002473,20240312,907,2,10
2475,13000002474,20241010,310,1,8
2476,13000002475,20240724,889,1,3
2477,13000002476,20240802,339,1,7
2478,13000002477,20240719,418,2,4
2479,13000002478,20250629,713,1,9
2480,13000002479,20240321,462,2,10
2481,13000002480,20250207,1091,1,7
2482,13000002481,20240630,867,1,10
2483,13000002482,20250527,1237,1,10
2484,13000002483,20250716,1441,1,9
2485,13000002484,20250913,633,2,3
2486,13000002485,20250919,204,1,9
2487,13000002486,20240117,1234,1,9
2488,13000002487,20240824,201,2,5
2489,13000002488,20240813,1015,2,9
2490,13000002489,20250129,385,2,7
2491,13000002490,20240828,1099,1,8
2492,13000002491,20240528,728,1,10
2493,13000002492,20240513,1451,2,7
2494,13000002493,20240119,358,1,5
2495,13000002494,20240630,856,2,10
2496,13000002495,20250619,3,1,10
2497,13000002496,20240809,732,1,9
2498,13000002497,20240507,1410,1,10
2499,13000002498,20241029,138,2,7
2500,13000002499,20240306,243,2,10
2501,13000002500,20250902,32,1,8
2502,13000002501,20240509,1280,2,9
2503,13000002502,20240813,345,1,8
2504,13000002503,20241205,220,1,8
2505,13000002504,20240724,1296,1,3
2506,13000002505,20240302,547,1,10
2507,13000002506,20240825,1169,2,7
2508,13000002507,20241208,1217,2,7
2509,13000002508,20241025,126,1,8
2510,13000002509,20240320,843,1,10
2511,13000002510,20250215,1260,1,9
2512,13000002511,20241231,171,1,8
2513,13000002512,20241024,889,2,7
2514,13000002513,20240130,1012,2,4
2515,13000002514,20240614,1418,2,6
2516,13000002515,20250724,677,2,10
2517,13000002516,20250425,979,1,4
2518,13000002517,20250829,326,2,8
2519,13000002518,20240201,522,2,10
2520,13000002519,20250111,1326,2,8
2521,13000002520,20250908,228,1,8
2522,13000002521,20250707,1093,2,6
2523,13000002522,20250322,587,1,8
2524,13000002523,20241108,873,1,9
2525,13000002524,20240308,733,2,9
2526,13000002525,20241008,276,1,7
2527,13000002526,20250915,1428,2,10
2528,13000002527,20240306,199,2,6
2529,13000002528,20250405,221,1,9
2530,13000002529,20240709,1015,2,10
2531,13000002530,20240518,6,1,6
2532,13000002531,20250515,1061,2,9
2533,13000002532,20241004,1271,1,10
2534,13000002533,20240419,619,1,5
2535,13000002534,20241006,698,2,7
2536,13000002535,20241113,1484,1,9
2537,13000002536,20240322,1316,1,8
2538,13000002537,20250205,1034,1,8
2539,13000002538,20250420,790,2,7
2540,13000002539,20250521,1399,2,5
2541,13000002540,20250207,1045,1,7
2542,13000002541,20250810,59,2,9
2543,13000002542,20240729,244,1,9
2544,13000002543,20250704,408,1,9
2545,13000002544,20250506,259,2,4
2546,13000002545,20241011,960,2,9
2547,13000002546,20240709,878,2,9
2548,13000002547,20241124,584,1,1
2549,13000002548,20240729,397,1,6
2550,13000002549,20241015,167,2,9
2551,13000002550,20240116,1216,2,4
2552,13000002551,20241107,1271,1,1
2553,13000002552,20240805,1293,1,7
2554,13000002553,20241031,223,2,4
2555,13000002554,20250818,201,2,6
2556,13000002555,20250707,342,1,7
2557,13000002556,20240410,913,1,6
2558,13000002557,20250301,752,1,0
2559,13000002558,20240422,78,1,9
2560,13000002559,20240411,60,2,9
2561,13000002560,20240722,1254,1,7
2562,13000002561,20240417,183,1,7
2563,13000002562,20250818,591,2,5
2564,13000002563,20250606,849,1,9
2565,13000002564,20240513,1248,2,8
2566,13000002565,20240112,741,2,6
2567,13000002566,20240610,1133,2,10
2568,13000002567,20241017,844,1,5
2569,13000002568,20240126,313,1,4
2570,13000002569,20240215,891,2,7
2571,13000002570,20250202,195,1,4
2572,13000002571,20240814,642,1,8
2573,13000002572,20241103,569,1,10
2574,13000002573,20250419,1237,1,9
2575,13000002574,20250504,1407,1,8
2576,13000002575,20250201,1207,1,7
2577,13000002576,20240907,1236,1,7
2578,13000002577,20240207,1279,1,9
2579,13000002578,20250824,1439,1,8
2580,13000002579,20250713,858,1,7
2581,13000002580,20250330,1479,2,9
2582,13000002581,20250402,924,2,7
2583,13000002582,20240424,382,2,8
2584,13000002583,20250406,16,1,7
2585,13000002584,20240719,862,1,8
2586,13000002585,20251006,234,2,9
2587,13000002586,20240608,475,2,6
2588,13000002587,20240214,392,1,10
2589,13000002588,20250327,1141,1,6
2590,13000002589,20250911,183,1,2
2591,13000002590,20250130,524,1,10
2592,13000002591,20250620,690,1,8
2593,13000002592,20240708,284,1,5
2594,13000002593,20240223,860,1,10
2595,13000002594,20240901,991,2,10
2596,13000002595,20250414,163,2,7
2597,13000002596,20250521,1364,1,9
2598,13000002597,20240329,1233,2,9
2599,13000002598,20241209,1009,1,7
2600,13000002599,20250214,822,1,3
2601,13000002600,20250425,1198,1,9
2602,13000002601,20240226,652,1,9
2603,13000002602,20240825,293,1,8
2604,13000002603,20250311,9,2,5
2605,13000002604,20240916,967,1,0
2606,13000002605,20241008,1090,1,10
2607,13000002606,20240308,1324,1,7
2608,13000002607,20241203,212,1,4
2609,13000002608,20240714,77,1,8
2610,13000002609,20241019,1261,1,9
2611,13000002610,20250209,820,1,8
2612,13000002611,20240705,1321,1,7
2613,13000002612,20250526,709,2,7
2614,13000002613,20240503,1325,1,10
2615,13000002614,20250825,1339,1,7
2616,13000002615,20250424,136,1,3
2617,13000002616,20240911,459,2,7
2618,13000002617,20250108,334,2,4
2619,13000002618,20240214,260,2,10
2620,13000002619,20241210,264,2,8
2621,13000002620,20250319,1060,1,10
2622,13000002621,20250110,433,1,10
2623,13000002622,20250503,1056,2,10
2624,13000002623,20250408,246,1,9
2625,13000002624,20241104,1033,1,10
2626,13000002625,20240602,1148,2,8
2627,13000002626,20250220,511,1,10
2628,13000002627,20240813,264,1,9
2629,13000002628,20250427,553,1,9
2630,13000002629,20241214,196,1,2
2631,13000002630,20240120,203,2,1
2632,13000002631,20241230,1076,2,4
2633,13000002632,20240630,829,1,4
2634,13000002633,20240925,245,1,10
2635,13000002634,20250213,240,2,10
2636,13000002635,20240807,1173,1,8
2637,13000002636,20250210,243,2,8
2638,13000002637,20240303,1490,1,9
2639,13000002638,20240207,583,2,7
2640,13000002639,20250317,1216,2,6
2641,13000002640,20250614,581,2,8
2642,13000002641,20240419,136,1,0
2643,13000002642,20250831,149,2,6
2644,13000002643,20250116,1450,1,9
2645,13000002644,20250128,722,1,8
2646,13000002645,20250116,1389,1,9
2647,13000002646,20240616,90,2,9
2648,13000002647,20240927,1330,1,8
2649,13000002648,20240629,1170,1,2
2650,13000002649,20240206,154,1,7
2651,13000002650,20250120,369,1,7
2652,13000002651,20240625,70,2,8
2653,13000002652,20240529,488,1,3
2654,13000002653,20240926,1059,2,7
2655,13000002654,20250323,1459,1,0
2656,13000002655,20250830,1124,1,10
2657,13000002656,20240704,1030,1,5
2658,13000002657,20250505,210,1,6
2659,13000002658,20240731,184,1,9
2660,13000002659,20250607,513,2,7
2661,13000002660,20250905,11,2,8
2662,13000002661,20241022,762,1,8
2663,13000002662,20250221,385,1,5
2664,13000002663,20250707,1061,2,6
2665,13000002664,20240130,820,1,8
2666,13000002665,20250930,662,1,1
2667,13000002666,20241028,1419,1,9
2668,13000002667,20240504,1384,2,10
2669,13000002668,20240614,324,2,10
2670,13000002669,20240523,547,2,10
2671,13000002670,20240430,147,2,7
2672,13000002671,20250629,548,1,7
2673,13000002672,20240922,610,2,9
2674,13000002673,20240904,20,1,8
2675,13000002674,20250807,560,2,1
2676,13000002675,20250114,28,2,8
2677,13000002676,20250706,310,1,2
2678,13000002677,20250329,879,2,10
2679,13000002678,20241110,819,1,3
2680,13000002679,20240430,1406,2,7
2681,13000002680,20250426,298,2,8
2682,13000002681,20241018,1210,1,9
2683,13000002682,20250825,538,1,9
2684,13000002683,20241210,566,2,8
2685,13000002684,20240713,1469,1,9
2686,13000002685,20240830,1428,2,8
2687,13000002686,20250209,1398,1,4
2688,13000002687,20240924,899,1,4
2689,13000002688,20250117,806,1,7
2690,13000002689,20240210,1464,2,7
2691,13000002690,20250514,1105,2,7
2692,13000002691,20250205,847,1,9
