geografia_sk,address_id,city,line1,postal_code,provincia_nombre,provincia_code
1227,2223,Santa Fe,Calle 9133,6315.0,Santa Fe,SF
1228,2224,La Plata,Calle 8830,3745.0,Buenos Aires,BA
1229,2225,La Plata,Calle 8360,9869.0,Buenos Aires,BA
1230,2226,Villa Carlos Paz,Calle 5960,3912.0,Córdoba,CBA
1231,2227,Mar del Plata,Calle 1945,6444.0,Buenos Aires,BA
1232,2228,CABA,Calle 646,7103.0,Buenos Aires,BA
1233,2229,Córdoba,Calle 1192,6340.0,Córdoba,CBA
1234,2230,CABA,Calle 5309,9548.0,Buenos Aires,BA
1235,2231,Villa Carlos Paz,Calle 9103,5651.0,Córdoba,CBA
1236,2232,Mar del Plata,Calle 8599,9038.0,Buenos Aires,BA
1237,2233,Mar del Plata,Calle 3639,5795.0,Buenos Aires,BA
1238,2234,CABA,Calle 2126,7042.0,Buenos Aires,BA
1239,2235,CABA,Calle 8616,3190.0,Buenos Aires,BA
1240,2236,Rosario,Calle 3280,5994.0,Santa Fe,SF
1241,2237,Mar del Plata,Calle 133,7805.0,Buenos Aires,BA
1242,2238,CABA,Calle 9057,9724.0,Buenos Aires,BA
1243,2239,Santa Fe,Calle 8499,3899.0,Santa Fe,SF
1244,2240,Santa Fe,Calle 7607,5352.0,Santa Fe,SF
1245,2241,CABA,Calle 9359,2478.0,Buenos Aires,BA
1246,2242,Rafaela,Calle 7432,2675.0,Santa Fe,SF
1247,2243,CABA,Calle 7202,3876.0,Buenos Aires,BA
1248,2244,CABA,Calle 3250,4049.0,Buenos Aires,BA
1249,2245,CABA,Calle 2543,7749.0,Buenos Aires,BA
1250,2246,San Rafael,Calle 6998,5967.0,Mendoza,MZA
1251,2247,Córdoba,Calle 3875,5006.0,Córdoba,CBA
1252,2248,Mar del Plata,Calle 5048,9013.0,Buenos Aires,BA
1253,2249,Villa Carlos Paz,Calle 3586,5049.0,Córdoba,CBA
1254,2250,Villa Carlos Paz,Calle 4160,3956.0,Córdoba,CBA
1255,2251,Río Cuarto,Calle 7190,8211.0,Córdoba,CBA
1256,2252,La Plata,Calle 4039,9634.0,Buenos Aires,BA
1257,2253,Córdoba,Calle 8034,9502.0,Córdoba,CBA
1258,2254,CABA,Calle 1615,1889.0,Buenos Aires,BA
1259,2255,CABA,Calle 729,8628.0,Buenos Aires,BA
1260,2256,Mar del Plata,Calle 7183,7098.0,Buenos Aires,BA
1261,2257,CABA,Calle 8766,4309.0,Buenos Aires,BA
1262,2258,La Plata,Calle 3872,6254.0,Buenos Aires,BA
1263,2259,La Plata,Calle 2671,1374.0,Buenos Aires,BA
1264,2260,Córdoba,Calle 9616,2515.0,Córdoba,CBA
1265,2261,La Plata,Calle 8379,1080.0,Buenos Aires,BA
1266,2262,Mendoza,Calle 3448,2522.0,Mendoza,MZA
1267,2263,CABA,Calle 2473,4395.0,Buenos Aires,BA
1268,2264,Mar del Plata,Calle 7543,1876.0,Buenos Aires,BA
1269,2265,Río Cuarto,Calle 1463,7597.0,Córdoba,CBA
1270,2266,CABA,Calle 686,8315.0,Buenos Aires,BA
1271,2267,Río Cuarto,Calle 8670,4507.0,Córdoba,CBA
1272,2268,CABA,Calle 7069,9784.0,Buenos Aires,BA
1273,2269,Villa Carlos Paz,Calle 4940,5621.0,Córdoba,CBA
1274,2270,La Plata,Calle 373,9598.0,Buenos Aires,BA
1275,2271,Mendoza,Calle 9445,3459.0,Mendoza,MZA
1276,2272,CABA,Calle 9690,6733.0,Buenos Aires,BA
1277,2273,Rosario,Calle 21,3100.0,Santa Fe,SF
1278,2274,Rosario,Calle 3750,5513.0,Santa Fe,SF
1279,2275,La Plata,Calle 9007,7346.0,Buenos Aires,BA
1280,2276,Rosario,Calle 3474,3558.0,Santa Fe,SF
1281,2277,La Plata,Calle 882,3653.0,Buenos Aires,BA
1282,2278,La Plata,Calle 4554,8259.0,Buenos Aires,BA
1283,2279,Mar del Plata,Calle 367,3072.0,Buenos Aires,BA
1284,2280,CABA,Calle 5610,1124.0,Buenos Aires,BA
1285,2281,Villa Carlos Paz,Calle 531,1276.0,Córdoba,CBA
1286,2282,Godoy Cruz,Calle 8133,7038.0,Mendoza,MZA
1287,2283,Santa Fe,Calle 1064,7094.0,Santa Fe,SF
1288,2284,CABA,Calle 4033,3242.0,Buenos Aires,BA
1289,2285,CABA,Calle 1812,2941.0,Buenos Aires,BA
1290,2286,CABA,Calle 437,2644.0,Buenos Aires,BA
1291,2287,CABA,Calle 8012,9919.0,Buenos Aires,BA
1292,2288,Mar del Plata,Calle 6001,1499.0,Buenos Aires,BA
1293,2289,San Rafael,Calle 997,9329.0,Mendoza,MZA
1294,2290,CABA,Calle 4039,6441.0,Buenos Aires,BA
1295,2291,Godoy Cruz,Calle 5917,5919.0,Mendoza,MZA
1296,2292,Rosario,Calle 1872,1285.0,Santa Fe,SF
1297,2293,La Plata,Calle 8712,8320.0,Buenos Aires,BA
1298,2294,Río Cuarto,Calle 4158,2974.0,Córdoba,CBA
1299,2295,CABA,Calle 3283,8200.0,Buenos Aires,BA
1300,2296,Santa Fe,Calle 7157,2049.0,Santa Fe,SF
1301,2297,CABA,Calle 7783,5358.0,Buenos Aires,BA
1302,2298,CABA,Calle 5089,2111.0,Buenos Aires,BA
1303,2299,Mar del Plata,Calle 7957,5133.0,Buenos Aires,BA
1304,2300,Mar del Plata,Calle 4304,5416.0,Buenos Aires,BA
1305,2301,Mar del Plata,Calle 1078,5186.0,Buenos Aires,BA
1306,2302,Mar del Plata,Calle 4877,7471.0,Buenos Aires,BA
1307,2303,San Rafael,Calle 3665,8589.0,Mendoza,MZA
1308,2304,Villa Carlos Paz,Calle 6263,2672.0,Córdoba,CBA
1309,2305,Mendoza,Calle 2433,1804.0,Mendoza,MZA
1310,2306,La Plata,Calle 4068,8158.0,Buenos Aires,BA
1311,2307,Mar del Plata,Calle 8445,2866.0,Buenos Aires,BA
1312,2308,Rosario,Calle 4328,1431.0,Santa Fe,SF
1313,2309,Mar del Plata,Calle 7549,2458.0,Buenos Aires,BA
1314,2310,CABA,Calle 450,2557.0,Buenos Aires,BA
1315,2311,Mendoza,Calle 3854,3401.0,Mendoza,MZA
1316,2312,La Plata,Calle 368,9326.0,Buenos Aires,BA
1317,2313,Rosario,Calle 8956,9767.0,Santa Fe,SF
1318,2314,CABA,Calle 7394,8214.0,Buenos Aires,BA
1319,2315,CABA,Calle 8833,5251.0,Buenos Aires,BA
1320,2316,La Plata,Calle 5247,3946.0,Buenos Aires,BA
1321,2317,CABA,Calle 4908,2376.0,Buenos Aires,BA
1322,2318,La Plata,Calle 9674,9268.0,Buenos Aires,BA
1323,2319,La Plata,Calle 9480,5376.0,Buenos Aires,BA
1324,2320,Córdoba,Calle 1932,2843.0,Córdoba,CBA
1325,2321,La Plata,Calle 9042,8987.0,Buenos Aires,BA
1326,2322,Río Cuarto,Calle 9064,7183.0,Córdoba,CBA
1327,2323,La Plata,Calle 9520,3977.0,Buenos Aires,BA
1328,2324,Río Cuarto,Calle 6909,7165.0,Córdoba,CBA
1329,2325,Mar del Plata,Calle 4339,5352.0,Buenos Aires,BA
1330,2326,CABA,Calle 1062,6538.0,Buenos Aires,BA
1331,2327,CABA,Calle 5826,5509.0,Buenos Aires,BA
1332,2328,CABA,Calle 8234,9759.0,Buenos Aires,BA
1333,2329,Mar del Plata,Calle 3735,3252.0,Buenos Aires,BA
1334,2330,CABA,Calle 8638,7961.0,Buenos Aires,BA
1335,2331,Córdoba,Calle 1462,2850.0,Córdoba,CBA
1336,2332,Mar del Plata,Calle 2675,2768.0,Buenos Aires,BA
1337,2333,Mar del Plata,Calle 6679,5073.0,Buenos Aires,BA
1338,2334,Godoy Cruz,Calle 9115,6446.0,Mendoza,MZA
1339,2335,Godoy Cruz,Calle 4562,5295.0,Mendoza,MZA
1340,2336,Villa Carlos Paz,Calle 5209,5737.0,Córdoba,CBA
1341,2337,Mar del Plata,Calle 6823,8933.0,Buenos Aires,BA
1342,2338,Rosario,Calle 4239,9957.0,Santa Fe,SF
1343,2339,San Rafael,Calle 47,2587.0,Mendoza,MZA
1344,2340,La Plata,Calle 6779,6348.0,Buenos Aires,BA
1345,2341,San Rafael,Calle 6170,9821.0,Mendoza,MZA
1346,2342,Río Cuarto,Calle 6486,6105.0,Córdoba,CBA
1347,2343,La Plata,Calle 1480,6137.0,Buenos Aires,BA
1348,2344,Mar del Plata,Calle 2209,1959.0,Buenos Aires,BA
1349,2345,Mendoza,Calle 6251,2857.0,Mendoza,MZA
1350,2346,La Plata,Calle 1014,4393.0,Buenos Aires,BA
1351,2347,La Plata,Calle 2061,6368.0,Buenos Aires,BA
1352,2348,Villa Carlos Paz,Calle 7955,5933.0,Córdoba,CBA
1353,2349,Mar del Plata,Calle 4100,7165.0,Buenos Aires,BA
1354,2350,Villa Carlos Paz,Calle 9122,9151.0,Córdoba,CBA
1355,2351,La Plata,Calle 4295,6156.0,Buenos Aires,BA
1356,2352,Santa Fe,Calle 7260,8382.0,Santa Fe,SF
1357,2353,Rosario,Calle 3151,7965.0,Santa Fe,SF
1358,2354,La Plata,Calle 4229,4019.0,Buenos Aires,BA
1359,2355,La Plata,Calle 888,6685.0,Buenos Aires,BA
1360,2356,Mendoza,Calle 6972,3865.0,Mendoza,MZA
1361,2357,La Plata,Calle 7016,6089.0,Buenos Aires,BA
1362,2358,La Plata,Calle 1104,2295.0,Buenos Aires,BA
1363,2359,CABA,Calle 1513,9739.0,Buenos Aires,BA
1364,2360,Córdoba,Calle 101,8775.0,Córdoba,CBA
1365,2361,Godoy Cruz,Calle 8103,2296.0,Mendoza,MZA
1366,2362,Villa Carlos Paz,Calle 7276,3210.0,Córdoba,CBA
1367,2363,Rosario,Calle 6964,3697.0,Santa Fe,SF
1368,2364,La Plata,Calle 3749,4735.0,Buenos Aires,BA
1369,2365,Mar del Plata,Calle 6323,6740.0,Buenos Aires,BA
1370,2366,La Plata,Calle 8423,3021.0,Buenos Aires,BA
1371,2367,Córdoba,Calle 8249,5396.0,Córdoba,CBA
1372,2368,La Plata,Calle 4170,5672.0,Buenos Aires,BA
1373,2369,CABA,Calle 3225,4171.0,Buenos Aires,BA
1374,2370,Godoy Cruz,Calle 4678,2390.0,Mendoza,MZA
1375,2371,La Plata,Calle 3380,3725.0,Buenos Aires,BA
1376,2372,CABA,Calle 9095,2192.0,Buenos Aires,BA
1377,2373,CABA,Calle 8895,5045.0,Buenos Aires,BA
1378,2374,Mar del Plata,Calle 3185,6324.0,Buenos Aires,BA
1379,2375,CABA,Calle 4371,4760.0,Buenos Aires,BA
1380,2376,Mar del Plata,Calle 1702,8217.0,Buenos Aires,BA
1381,2377,Mar del Plata,Calle 1098,5568.0,Buenos Aires,BA
1382,2378,Mar del Plata,Calle 5890,1876.0,Buenos Aires,BA
1383,2379,Mar del Plata,Calle 5925,4562.0,Buenos Aires,BA
1384,2380,Río Cuarto,Calle 1756,4947.0,Córdoba,CBA
1385,2381,La Plata,Calle 8231,9828.0,Buenos Aires,BA
1386,2382,Rafaela,Calle 9491,1998.0,Santa Fe,SF
1387,2383,Godoy Cruz,Calle 7885,8853.0,Mendoza,MZA
1388,2384,La Plata,Calle 2254,1596.0,Buenos Aires,BA
1389,2385,Rafaela,Calle 8855,3867.0,Santa Fe,SF
1390,2386,CABA,Calle 9122,3666.0,Buenos Aires,BA
1391,2387,Mar del Plata,Calle 1691,1492.0,Buenos Aires,BA
1392,2388,Mendoza,Calle 9283,4474.0,Mendoza,MZA
1393,2389,CABA,Calle 1917,3879.0,Buenos Aires,BA
1394,2390,Mar del Plata,Calle 8553,7216.0,Buenos Aires,BA
1395,2391,CABA,Calle 8322,7328.0,Buenos Aires,BA
1396,2392,CABA,Calle 4842,2522.0,Buenos Aires,BA
1397,2393,Mar del Plata,Calle 3855,4997.0,Buenos Aires,BA
1398,2394,Córdoba,Calle 7907,4194.0,Córdoba,CBA
1399,2395,Mar del Plata,Calle 5184,1059.0,Buenos Aires,BA
1400,2396,Córdoba,Calle 7489,7063.0,Córdoba,CBA
1401,2397,San Rafael,Calle 9640,6429.0,Mendoza,MZA
1402,2398,Mendoza,Calle 7142,7915.0,Mendoza,MZA
1403,2399,CABA,Calle 6439,2479.0,Buenos Aires,BA
1404,2400,Mendoza,Calle 7324,7534.0,Mendoza,MZA
1405,2401,Santa Fe,Calle 688,7017.0,Santa Fe,SF
1406,2402,Santa Fe,Calle 6877,3307.0,Santa Fe,SF
1407,2403,Mar del Plata,Calle 9251,7363.0,Buenos Aires,BA
1408,2404,Rafaela,Calle 3836,8741.0,Santa Fe,SF
1409,2405,San Rafael,Calle 7952,1501.0,Mendoza,MZA
1410,2406,Santa Fe,Calle 2960,8446.0,Santa Fe,SF
1411,2407,Mar del Plata,Calle 3879,3174.0,Buenos Aires,BA
1412,2408,Santa Fe,Calle 7448,7228.0,Santa Fe,SF
1413,2409,CABA,Calle 9066,3280.0,Buenos Aires,BA
1414,2410,Santa Fe,Calle 5499,8545.0,Santa Fe,SF
1415,2411,Mar del Plata,Calle 1479,8999.0,Buenos Aires,BA
1416,2412,CABA,Calle 1223,5592.0,Buenos Aires,BA
1417,2413,Río Cuarto,Calle 6600,3900.0,Córdoba,CBA
1418,2414,La Plata,Calle 5477,8360.0,Buenos Aires,BA
1419,2415,Santa Fe,Calle 6004,6678.0,Santa Fe,SF
1420,2416,CABA,Calle 5226,1047.0,Buenos Aires,BA
1421,2417,La Plata,Calle 8142,1815.0,Buenos Aires,BA
1422,2418,Córdoba,Calle 5607,8526.0,Córdoba,CBA
1423,2419,CABA,Calle 4563,6375.0,Buenos Aires,BA
1424,2420,CABA,Calle 7955,3636.0,Buenos Aires,BA
1425,2421,Córdoba,Calle 1477,7381.0,Córdoba,CBA
1426,2422,Godoy Cruz,Calle 103,6757.0,Mendoza,MZA
1427,2423,Córdoba,Calle 1499,1016.0,Córdoba,CBA
1428,2424,Rosario,Calle 1412,2324.0,Santa Fe,SF
1429,2425,Córdoba,Calle 7219,4270.0,Córdoba,CBA
1430,2426,CABA,Calle 7049,1075.0,Buenos Aires,BA
1431,2427,Mar del Plata,Calle 1420,6361.0,Buenos Aires,BA
1432,2428,Mar del Plata,Calle 2308,7769.0,Buenos Aires,BA
1433,2429,Villa Carlos Paz,Calle 5647,5571.0,Córdoba,CBA
1434,2430,Santa Fe,Calle 1444,8768.0,Santa Fe,SF
1435,2431,Rafaela,Calle 1355,1581.0,Santa Fe,SF
1436,2432,CABA,Calle 5764,4633.0,Buenos Aires,BA
1437,2433,La Plata,Calle 3496,5194.0,Buenos Aires,BA
1438,2434,Rosario,Calle 5528,7645.0,Santa Fe,SF
1439,2435,Godoy Cruz,Calle 638,4174.0,Mendoza,MZA
1440,2436,Mar del Plata,Calle 4119,9964.0,Buenos Aires,BA
1441,2437,Godoy Cruz,Calle 3734,7650.0,Mendoza,MZA
1442,2438,La Plata,Calle 5473,5533.0,Buenos Aires,BA
1443,2439,La Plata,Calle 5498,7505.0,Buenos Aires,BA
1444,2440,CABA,Calle 160,6317.0,Buenos Aires,BA
1445,2441,Mar del Plata,Calle 5071,4826.0,Buenos Aires,BA
1446,2442,Mendoza,Calle 7581,1312.0,Mendoza,MZA
1447,2443,La Plata,Calle 7294,3902.0,Buenos Aires,BA
1448,2444,Villa Carlos Paz,Calle 6078,2362.0,Córdoba,CBA
1449,2445,Mendoza,Calle 2216,6854.0,Mendoza,MZA
1450,2446,La Plata,Calle 832,6525.0,Buenos Aires,BA
1451,2447,Rosario,Calle 5686,8211.0,Santa Fe,SF
1452,2448,La Plata,Calle 719,4133.0,Buenos Aires,BA
1453,2449,Mar del Plata,Calle 812,1459.0,Buenos Aires,BA
1454,2450,Córdoba,Calle 789,4542.0,Córdoba,CBA
1455,2451,Rosario,Calle 3331,1049.0,Santa Fe,SF
1456,2452,CABA,Calle 3515,2055.0,Buenos Aires,BA
1457,2453,Mar del Plata,Calle 1537,3855.0,Buenos Aires,BA
1458,2454,CABA,Calle 6125,3400.0,Buenos Aires,BA
1459,2455,CABA,Calle 545,1213.0,Buenos Aires,BA
1460,2456,La Plata,Calle 8971,8196.0,Buenos Aires,BA
1461,2457,Mar del Plata,Calle 3959,3053.0,Buenos Aires,BA
1462,2458,Río Cuarto,Calle 4735,4686.0,Córdoba,CBA
1463,2459,La Plata,Calle 7512,6375.0,Buenos Aires,BA
1464,2460,Mar del Plata,Calle 5701,4481.0,Buenos Aires,BA
1465,2461,CABA,Calle 6409,8526.0,Buenos Aires,BA
1466,2462,Mar del Plata,Calle 1002,4585.0,Buenos Aires,BA
1467,2463,CABA,Calle 1143,1652.0,Buenos Aires,BA
1468,2464,Rosario,Calle 5836,9362.0,Santa Fe,SF
1469,2465,CABA,Calle 1912,8275.0,Buenos Aires,BA
1470,2466,Rafaela,Calle 107,8479.0,Santa Fe,SF
1471,2467,Rafaela,Calle 9118,4048.0,Santa Fe,SF
1472,2468,Mar del Plata,Calle 9726,7475.0,Buenos Aires,BA
1473,2469,CABA,Calle 6867,3317.0,Buenos Aires,BA
1474,2470,Mar del Plata,Calle 3057,8591.0,Buenos Aires,BA
1475,2471,Córdoba,Calle 18,6640.0,Córdoba,CBA
1476,2472,Mar del Plata,Calle 101,3756.0,Buenos Aires,BA
1477,2473,Río Cuarto,Calle 2801,9556.0,Córdoba,CBA
1478,2474,Río Cuarto,Calle 5998,2743.0,Córdoba,CBA
1479,2475,CABA,Calle 8775,6127.0,Buenos Aires,BA
1480,2476,Villa Carlos Paz,Calle 2744,7254.0,Córdoba,CBA
1481,2477,Mar del Plata,Calle 825,9765.0,Buenos Aires,BA
1482,2478,La Plata,Calle 9973,3824.0,Buenos Aires,BA
1483,2479,La Plata,Calle 876,3754.0,Buenos Aires,BA
1484,2480,CABA,Calle 2911,9792.0,Buenos Aires,BA
1485,2481,Córdoba,Calle 2217,5128.0,Córdoba,CBA
1486,2482,La Plata,Calle 4568,9599.0,Buenos Aires,BA
1487,2483,La Plata,Calle 9459,1167.0,Buenos Aires,BA
1488,2484,Río Cuarto,Calle 214,1830.0,Córdoba,CBA
1489,2485,San Rafael,Calle 2446,8191.0,Mendoza,MZA
1490,2486,CABA,Calle 1692,1678.0,Buenos Aires,BA
1491,2487,La Plata,Calle 5497,7485.0,Buenos Aires,BA
1492,2488,CABA,Calle 5644,8208.0,Buenos Aires,BA
1493,2489,La Plata,Calle 9578,3163.0,Buenos Aires,BA
1494,2490,Río Cuarto,Calle 2653,2212.0,Córdoba,CBA
1495,2491,Mar del Plata,Calle 670,2955.0,Buenos Aires,BA
1496,2492,Mar del Plata,Calle 8868,7420.0,Buenos Aires,BA
1497,2493,CABA,Calle 3327,1229.0,Buenos Aires,BA
1498,2494,La Plata,Calle 9129,8544.0,Buenos Aires,BA
1499,2495,Mar del Plata,Calle 6456,6931.0,Buenos Aires,BA
1500,2496,Mar del Plata,Calle 4702,8224.0,Buenos Aires,BA
1501,2497,CABA,Calle 5017,7829.0,Buenos Aires,BA
1502,2498,Mar del Plata,Calle 9905,4109.0,Buenos Aires,BA
1503,2499,Santa Fe,Calle 2207,5841.0,Santa Fe,SF
1504,2500,La Plata,Calle 2252,5367.0,Buenos Aires,BA
1505,2501,Mar del Plata,Calle 8409,2607.0,Buenos Aires,BA
1506,2502,CABA,Calle 5098,5319.0,Buenos Aires,BA
1507,2503,La Plata,Calle 3923,8551.0,Buenos Aires,BA
1508,2504,Rafaela,Calle 944,4684.0,Santa Fe,SF
1509,2505,CABA,Calle 570,2289.0,Buenos Aires,BA
1510,2506,Rafaela,Calle 8184,5375.0,Santa Fe,SF
1511,2507,Rafaela,Calle 6397,9181.0,Santa Fe,SF
1512,2508,Santa Fe,Calle 9615,6496.0,Santa Fe,SF
1513,2509,CABA,Calle 7154,5437.0,Buenos Aires,BA
1514,2510,Mar del Plata,Calle 9743,8059.0,Buenos Aires,BA
1515,2511,Mendoza,Calle 1296,7061.0,Mendoza,MZA
1516,2512,CABA,Calle 9383,9323.0,Buenos Aires,BA
1517,2513,Rosario,Calle 6539,7081.0,Santa Fe,SF
1518,2514,La Plata,Calle 2978,8425.0,Buenos Aires,BA
1519,2515,La Plata,Calle 9643,7304.0,Buenos Aires,BA
1520,2516,Godoy Cruz,Calle 863,5060.0,Mendoza,MZA
1521,2517,Mendoza,Calle 4932,1914.0,Mendoza,MZA
1522,2518,Córdoba,Calle 7503,1491.0,Córdoba,CBA
1523,2519,Río Cuarto,Calle 1999,3736.0,Córdoba,CBA
1524,2520,Mendoza,Calle 6036,2513.0,Mendoza,MZA
1525,2521,CABA,Calle 3427,3887.0,Buenos Aires,BA
1526,2522,Rafaela,Calle 7548,1796.0,Santa Fe,SF
1527,2523,Mar del Plata,Calle 2681,9667.0,Buenos Aires,BA
1528,2524,Rafaela,Calle 2419,8421.0,Santa Fe,SF
1529,2525,Villa Carlos Paz,Calle 5308,8668.0,Córdoba,CBA
1530,2526,CABA,Calle 765,3498.0,Buenos Aires,BA
1531,2527,Mendoza,Calle 403,1595.0,Mendoza,MZA
1532,2528,Godoy Cruz,Calle 2920,6065.0,Mendoza,MZA
1533,2529,Mar del Plata,Calle 3193,5933.0,Buenos Aires,BA
1534,2530,San Rafael,Calle 2023,9099.0,Mendoza,MZA
1535,2531,Mendoza,Calle 1993,6751.0,Mendoza,MZA
1536,2532,La Plata,Calle 2884,8940.0,Buenos Aires,BA
1537,2533,Mar del Plata,Calle 6120,4844.0,Buenos Aires,BA
1538,2534,Mar del Plata,Calle 7254,9555.0,Buenos Aires,BA
1539,2535,La Plata,Calle 7761,6800.0,Buenos Aires,BA
1540,2536,La Plata,Calle 6994,1569.0,Buenos Aires,BA
1541,2537,CABA,Calle 9032,7374.0,Buenos Aires,BA
1542,2538,Rosario,Calle 8285,1632.0,Santa Fe,SF
1543,2539,CABA,Calle 2556,4641.0,Buenos Aires,BA
1544,2540,Río Cuarto,Calle 2997,8122.0,Córdoba,CBA
1545,2541,La Plata,Calle 6596,8251.0,Buenos Aires,BA
1546,2542,CABA,Calle 3551,3644.0,Buenos Aires,BA
1547,2543,CABA,Calle 9953,6670.0,Buenos Aires,BA
1548,2544,San Rafael,Calle 9275,3926.0,Mendoza,MZA
1549,2545,La Plata,Calle 2999,7088.0,Buenos Aires,BA
1550,2546,Mendoza,Calle 7845,9709.0,Mendoza,MZA
1551,2547,Mar del Plata,Calle 8058,1103.0,Buenos Aires,BA
1552,2548,Córdoba,Calle 9157,3432.0,Córdoba,CBA
1553,2549,Rosario,Calle 3601,1939.0,Santa Fe,SF
1554,2550,Rafaela,Calle 6543,6986.0,Santa Fe,SF
1555,2551,Mar del Plata,Calle 4536,6217.0,Buenos Aires,BA
1556,2552,Córdoba,Calle 1103,5385.0,Córdoba,CBA
1557,2553,Mar del Plata,Calle 5607,1277.0,Buenos Aires,BA
1558,2554,Villa Carlos Paz,Calle 9707,8386.0,Córdoba,CBA
1559,2555,CABA,Calle 987,1297.0,Buenos Aires,BA
1560,2556,CABA,Calle 245,2574.0,Buenos Aires,BA
1561,2557,Córdoba,Calle 2453,4991.0,Córdoba,CBA
1562,2558,San Rafael,Calle 6612,7651.0,Mendoza,MZA
1563,2559,Río Cuarto,Calle 7776,7985.0,Córdoba,CBA
1564,2560,Rosario,Calle 1310,8173.0,Santa Fe,SF
1565,2561,Córdoba,Calle 7543,9924.0,Córdoba,CBA
1566,2562,Mar del Plata,Calle 3408,4326.0,Buenos Aires,BA
1567,2563,Río Cuarto,Calle 6263,1505.0,Córdoba,CBA
1568,2564,Río Cuarto,Calle 5487,3371.0,Córdoba,CBA
1569,2565,Mar del Plata,Calle 1135,8967.0,Buenos Aires,BA
1570,2566,La Plata,Calle 9225,8863.0,Buenos Aires,BA
1571,2567,Córdoba,Calle 2299,7482.0,Córdoba,CBA
1572,2568,Mar del Plata,Calle 7132,8337.0,Buenos Aires,BA
1573,2569,Mendoza,Calle 6878,7989.0,Mendoza,MZA
1574,2570,La Plata,Calle 542,6783.0,Buenos Aires,BA
1575,2571,Villa Carlos Paz,Calle 3264,5462.0,Córdoba,CBA
1576,2572,CABA,Calle 7609,6867.0,Buenos Aires,BA
1577,2573,Villa Carlos Paz,Calle 3650,7077.0,Córdoba,CBA
1578,2574,Córdoba,Calle 6030,9667.0,Córdoba,CBA
1579,2575,Mar del Plata,Calle 3382,2283.0,Buenos Aires,BA
1580,2576,Río Cuarto,Calle 9169,6712.0,Córdoba,CBA
1581,2577,La Plata,Calle 4064,5786.0,Buenos Aires,BA
1582,2578,La Plata,Calle 1196,7480.0,Buenos Aires,BA
1583,2579,Rosario,Calle 4235,5670.0,Santa Fe,SF
1584,2580,Villa Carlos Paz,Calle 6717,3393.0,Córdoba,CBA
1585,2581,La Plata,Calle 8201,4580.0,Buenos Aires,BA
1586,2582,Río Cuarto,Calle 9546,3583.0,Córdoba,CBA
1587,2583,San Rafael,Calle 7300,2886.0,Mendoza,MZA
1588,2584,Santa Fe,Calle 5355,4157.0,Santa Fe,SF
1589,2585,Villa Carlos Paz,Calle 6071,3058.0,Córdoba,CBA
1590,2586,CABA,Calle 4945,5987.0,Buenos Aires,BA
1591,2587,Mendoza,Calle 3661,3317.0,Mendoza,MZA
1592,2588,CABA,Calle 3343,7446.0,Buenos Aires,BA
1593,2589,Mar del Plata,Calle 6417,8722.0,Buenos Aires,BA
1594,2590,Villa Carlos Paz,Calle 1293,2126.0,Córdoba,CBA
1595,2591,Río Cuarto,Calle 4889,7497.0,Córdoba,CBA
1596,2592,CABA,Calle 3651,1787.0,Buenos Aires,BA
1597,2593,CABA,Calle 3122,1548.0,Buenos Aires,BA
1598,2594,La Plata,Calle 4797,4406.0,Buenos Aires,BA
1599,2595,CABA,Calle 7386,9264.0,Buenos Aires,BA
1600,2596,Rafaela,Calle 460,3307.0,Santa Fe,SF
1601,2597,Mar del Plata,Calle 822,8983.0,Buenos Aires,BA
1602,2598,Rosario,Calle 7632,5949.0,Santa Fe,SF
1603,2599,Rosario,Calle 2543,1768.0,Santa Fe,SF
1604,2600,Mar del Plata,Calle 9987,6543.0,Buenos Aires,BA
1605,2601,La Plata,Calle 2613,9524.0,Buenos Aires,BA
1606,2602,Córdoba,Calle 153,6409.0,Córdoba,CBA
1607,2603,Córdoba,Calle 3532,1359.0,Córdoba,CBA
1608,2604,La Plata,Calle 7676,8008.0,Buenos Aires,BA
1609,2605,CABA,Calle 7169,6691.0,Buenos Aires,BA
1610,2606,Mar del Plata,Calle 929,4450.0,Buenos Aires,BA
1611,2607,CABA,Calle 3782,8989.0,Buenos Aires,BA
1612,2608,CABA,Calle 4438,3081.0,Buenos Aires,BA
1613,2609,CABA,Calle 9528,8441.0,Buenos Aires,BA
1614,2610,San Rafael,Calle 2170,1958.0,Mendoza,MZA
1615,2611,Rafaela,Calle 6777,2664.0,Santa Fe,SF
1616,2612,Río Cuarto,Calle 8114,2734.0,Córdoba,CBA
1617,2613,Mendoza,Calle 6330,9795.0,Mendoza,MZA
1618,2614,Mar del Plata,Calle 7687,9286.0,Buenos Aires,BA
1619,2615,La Plata,Calle 9811,7312.0,Buenos Aires,BA
1620,2616,Santa Fe,Calle 4174,5053.0,Santa Fe,SF
1621,2617,CABA,Calle 7396,2633.0,Buenos Aires,BA
1622,2618,CABA,Calle 1954,4861.0,Buenos Aires,BA
1623,2619,San Rafael,Calle 6815,2211.0,Mendoza,MZA
1624,2620,Santa Fe,Calle 4774,3474.0,Santa Fe,SF
1625,2621,Mar del Plata,Calle 4126,6215.0,Buenos Aires,BA
1626,2622,CABA,Calle 2876,5170.0,Buenos Aires,BA
1627,2623,La Plata,Calle 2979,5739.0,Buenos Aires,BA
1628,2624,La Plata,Calle 2887,5270.0,Buenos Aires,BA
